778691,-4819,-3500,-8004,-157,-428,253,44.72
778711,-3863,-3848,-8692,-486,-948,594,44.53
778731,-3327,-4152,-9060,-163,-1143,1205,45.00
778751,-3215,-3988,-8632,4,-801,1292,44.58
778771,-3995,-4052,-8224,-214,-433,827,44.53
778791,-3815,-4132,-8324,-633,-578,456,44.81
778811,-3635,-4132,-8676,-703,-314,452,44.53
778831,-3523,-4020,-8508,-581,-125,420,44.53
778851,-3863,-4040,-8140,-832,43,108,44.91
778871,-4191,-3904,-7820,-1128,73,-252,44.86
778891,-4143,-4096,-7728,-1394,-69,-367,45.00
778911,-3675,-4296,-8204,-1311,-247,-269,44.91
778931,-3519,-4188,-8108,-1126,-228,-200,44.81
778951,-3739,-4192,-7984,-994,-222,-354,44.53
778971,-4051,-4248,-7976,-967,-377,-561,44.91
778991,-4123,-4312,-8420,-769,-378,-637,44.67
779011,-4135,-4268,-8668,-434,-594,-613,44.53
779031,-4031,-4296,-8640,-129,-527,-510,44.72
779051,-4067,-4296,-8508,21,-481,-631,44.91
779071,-3555,-4308,-8360,-27,-298,-644,44.48
779091,-3775,-4064,-8256,-129,157,-883,44.86
779111,-4091,-4200,-8320,-349,86,-1094,44.53
779131,-3871,-4304,-8332,-150,59,-1076,44.58
779151,-3939,-4128,-8112,202,126,-1098,44.34
779171,-4043,-4160,-8012,476,142,-1089,44.48
779191,-4035,-4144,-7972,678,292,-1089,44.53
779211,-3911,-3940,-7984,651,252,-988,44.58
779231,-3803,-4128,-7860,592,340,-843,44.58
779251,-3699,-4092,-7896,700,478,-728,44.81
779271,-3591,-4200,-7748,735,486,-639,44.58
779291,-3503,-4376,-7840,933,524,-574,44.67
779311,-3339,-4236,-7952,1051,703,-647,44.48
779331,-3411,-3996,-7968,975,843,-607,44.58
779351,-3395,-4040,-7688,826,919,-561,44.72
779371,-3363,-3868,-7808,661,1191,-527,44.48
779391,-3799,-4032,-7412,423,1203,-531,44.86
779411,-3879,-4428,-7516,533,1213,-585,44.58
779431,-3827,-4420,-7744,1036,1115,-525,44.72
779451,-3775,-4276,-7868,1643,1059,-336,44.58
779471,-3815,-4324,-7964,2208,945,-187,44.72
779491,-3395,-5088,-7844,2642,908,48,44.48
779511,-3591,-5332,-8244,3501,1415,120,44.86
779531,-3687,-5164,-8200,4216,1553,81,44.81
779551,-3883,-4768,-8212,4632,1659,-194,44.48
779571,-3855,-4864,-8188,4456,1721,-426,44.81
779591,-3839,-4820,-8016,4017,1598,-698,44.72
779611,-3607,-4880,-8156,3648,1492,-848,44.86
779631,-3639,-4596,-7768,3595,1537,-1130,44.81
779651,-3643,-4528,-7452,3428,1809,-1528,44.53
779671,-3719,-4164,-7424,3030,1629,-1873,44.72
779691,-3595,-3916,-7308,2518,1437,-1969,44.81
779711,-3603,-3700,-7264,1852,1181,-2043,44.58
779731,-3511,-3912,-7236,1482,866,-1915,44.53
779751,-3063,-4084,-7432,1510,544,-1692,44.81
779771,-3299,-3768,-7352,1763,656,-1518,44.86
779791,-3619,-3696,-7292,2026,441,-1308,44.58
779811,-3783,-3660,-7348,2180,315,-1080,44.81
779831,-3795,-3592,-7424,2155,106,-696,44.81
779851,-3807,-3496,-7140,2063,-279,-283,44.67
779871,-3799,-3688,-7076,2157,-396,26,44.53
779891,-3947,-3672,-6604,2148,-567,223,44.53
779911,-4039,-3320,-6444,2010,-881,475,44.86
779931,-4103,-2752,-6040,1624,-1240,883,44.86
779951,-4291,-2776,-5456,927,-1847,1254,44.58
779971,-3879,-2776,-5420,363,-2440,1845,44.67
779991,-3679,-2604,-5456,65,-2853,2450,44.72
780011,-3639,-2800,-5120,-40,-3323,2984,44.72
780031,-3527,-2692,-5064,438,-3632,3584,44.81
780051,-3947,-2484,-4956,884,-3861,4162,44.86
780071,-4339,-2196,-4784,893,-4196,4771,44.48
780091,-4739,-1988,-4632,754,-4653,5359,44.81
780111,-4683,-2104,-4980,543,-5334,5977,44.67
780131,-4807,-1624,-4380,307,-5614,6458,44.81
780151,-4839,-1436,-4468,-155,-6180,6801,44.53
