mac_timestamp,esp32_ms,ax,ay,az,gx,gy,gz
1778267522.6064548,1385953,-7.26,1.06,10.74,-127.88,-52.47,-55.26
1778267522.607898,1385975,-6.16,5.53,3.58,-97.94,-37.10,-32.61
1778267522.6089313,1385997,-4.98,2.83,8.30,-58.46,-22.54,-23.21
1778267522.6097848,1386019,-4.51,2.57,7.81,-24.11,-9.40,-9.51
1778267522.6106505,1386041,-4.65,3.62,6.71,-3.56,0.38,-0.44
1778267522.6114902,1386063,-4.47,3.83,6.50,-4.50,3.39,-1.40
1778267522.6667068,1386085,-4.33,3.85,6.47,-5.54,5.24,-4.66
1778267522.668298,1386107,-4.35,4.13,6.31,-9.62,5.80,-9.00
1778267522.6693323,1386129,-4.39,3.84,6.25,-15.44,4.55,-14.60
1778267522.72665,1386151,-4.66,3.45,6.79,-14.37,3.02,-17.05
1778267522.7282634,1386173,-4.68,3.20,6.79,-9.52,4.00,-17.24
1778267522.7860148,1386195,-4.61,3.49,6.66,-6.61,7.37,-18.57
1778267522.7874815,1386217,-4.87,3.42,6.92,-4.19,10.71,-21.11
1778267522.7884028,1386239,-4.85,3.28,6.67,-4.84,11.15,-23.64
1778267522.8460968,1386261,-4.85,3.15,6.79,-2.82,11.87,-22.31
1778267522.9065537,1386283,-4.53,2.64,6.79,-4.18,15.61,-17.88
1778267522.908014,1386305,-4.62,3.15,6.83,-0.82,26.28,-16.95
1778267522.9089324,1386327,-4.55,3.24,6.49,3.14,42.37,-21.21
1778267522.9099898,1386349,-4.82,3.28,6.69,4.97,57.98,-24.85
1778267522.9107425,1386371,-4.50,3.24,6.56,6.14,79.30,-33.48
1778267522.9665205,1386393,-4.47,3.11,6.94,4.98,106.72,-38.73
1778267522.9678962,1386415,-4.72,2.87,6.10,6.32,147.50,-49.44
1778267523.026468,1386437,-5.10,4.35,5.56,-6.00,197.15,-79.44
1778267523.0280592,1386459,-4.73,4.02,5.19,-28.53,250.13,-128.53
1778267523.0288875,1386481,-6.08,6.88,5.78,-80.57,250.13,-193.98
1778267523.0869517,1386503,-12.05,6.53,7.22,-170.95,250.13,-250.14
1778267523.0885348,1386525,-19.62,3.78,13.43,-158.35,250.13,-250.14
1778267523.0899136,1386547,-19.62,5.43,11.20,-172.28,250.13,-250.14
1778267523.1463273,1386569,-19.62,17.75,14.96,-179.40,193.81,-250.14
1778267523.1478066,1386591,-5.91,19.62,19.62,-128.09,94.51,-175.14
1778267523.2063599,1386613,-18.21,11.70,19.62,-45.63,15.71,-37.85
1778267523.2078283,1386635,-3.46,9.29,7.73,110.33,-117.38,100.25
1778267523.2086108,1386657,-1.79,6.74,5.18,74.82,-189.08,116.93
1778267523.2665358,1386679,-1.20,3.15,2.23,73.61,-218.95,107.92
1778267523.2679043,1386701,-1.35,2.12,1.85,110.05,-222.47,108.69
1778267523.269034,1386723,-2.69,3.66,2.29,154.95,-211.48,132.35
1778267523.3265252,1386745,-5.41,5.49,3.74,167.15,-206.82,167.19
1778267523.3284357,1386767,-7.28,5.57,4.30,156.77,-210.97,199.07
1778267523.3293886,1386789,-9.31,5.20,5.56,159.89,-209.62,222.31
1778267523.3857486,1386811,-11.34,4.79,6.79,180.53,-200.14,248.92
1778267523.387244,1386833,-14.91,6.64,8.62,194.46,-187.87,250.13
1778267523.448677,1386855,-18.69,5.70,9.31,178.79,-168.40,250.13
1778267523.4514942,1386877,-19.62,1.98,10.04,182.40,-115.71,250.13
1778267523.4535158,1386899,-19.62,-2.53,10.74,187.92,-86.26,250.13
1778267523.5062594,1386921,-19.62,-11.98,6.16,211.84,-84.58,250.13
1778267523.5074666,1386943,-19.62,-19.62,-2.17,250.13,-26.03,231.66
1778267523.5082002,1386965,-19.62,-19.62,-5.22,247.89,130.49,190.34
1778267523.5666647,1386987,-8.27,-11.45,-5.33,-51.38,84.11,-56.23
1778267523.5685604,1387009,-7.59,19.62,0.60,-250.14,-29.80,-250.14
1778267523.6260843,1387031,-14.52,-5.74,19.62,-250.14,-3.92,-250.14
1778267523.6273432,1387053,-17.73,2.13,13.78,-205.02,-78.66,-135.61
1778267523.6284509,1387075,-7.23,2.29,11.06,-156.89,-40.17,-59.58
1778267523.6874783,1387097,-5.26,5.87,5.62,-96.27,-38.77,-34.05
1778267523.688934,1387119,-5.66,2.88,7.81,-80.99,-34.56,-27.42
1778267523.68968,1387141,-4.59,2.82,8.13,-41.85,-20.12,-15.30
1778267523.7468665,1387163,-4.54,2.91,7.36,-10.48,-3.87,-4.16
1778267523.748569,1387185,-4.43,3.62,6.73,-7.45,1.93,-1.91
1778267523.749642,1387207,-4.24,3.75,6.60,-6.31,3.96,-3.63
