mac_timestamp,esp32_ms,ax,ay,az,gx,gy,gz
1778268774.9766383,260514,-4.62,3.69,6.57,-2.69,0.58,0.75
1778268774.9776425,260536,-4.58,3.75,6.50,-2.88,0.57,0.85
1778268775.0372384,260558,-4.53,3.71,6.50,-2.25,0.64,0.85
1778268775.1560497,260580,-4.61,3.72,6.49,-1.92,0.78,0.90
1778268775.1577947,260602,-4.55,3.66,6.45,-2.62,0.85,0.74
1778268775.1585941,260624,-4.54,3.66,6.48,-2.81,0.80,0.74
1778268775.1593506,260646,-4.58,3.71,6.46,-3.04,0.56,0.73
1778268775.1599624,260668,-4.59,3.71,6.47,-2.48,0.63,0.96
1778268775.1607683,260690,-4.61,3.70,6.51,-1.89,0.61,1.09
1778268775.1616495,260712,-4.58,3.70,6.42,-2.08,0.59,0.89
1778268775.2158504,260734,-4.60,3.67,6.46,-2.23,0.72,0.74
1778268775.2171025,260756,-4.60,3.66,6.42,-2.27,0.70,0.76
1778268775.2178552,260778,-4.56,3.70,6.52,-2.76,0.69,0.76
1778268775.2753723,260800,-4.64,3.75,6.46,-2.76,0.77,0.79
1778268775.2769485,260822,-4.59,3.71,6.41,-2.95,0.82,0.80
1778268775.2782235,260844,-4.55,3.69,6.42,-2.66,0.86,0.75
1778268775.3358142,260866,-4.56,3.72,6.49,-2.53,0.57,0.83
1778268775.3373404,260888,-4.63,3.69,6.44,-2.23,0.62,0.84
1778268775.3956747,260910,-4.55,3.69,6.38,-2.02,0.53,0.87
1778268775.3970134,260932,-4.57,3.65,6.50,-2.03,0.70,0.87
1778268775.3980725,260954,-4.58,3.70,6.48,-2.03,0.78,0.92
1778268775.4556599,260976,-4.60,3.72,6.41,-2.53,0.76,0.79
1778268775.4570673,260998,-4.56,3.71,6.51,-2.83,0.44,0.68
1778268775.4578724,261020,-4.60,3.69,6.47,-2.79,0.71,0.65
1778268775.515015,261042,-4.54,3.72,6.45,-2.74,0.79,0.73
1778268775.5164406,261064,-4.61,3.71,6.49,-2.50,0.60,0.91
1778268775.5746732,261086,-4.60,3.70,6.53,-1.84,0.69,0.96
1778268775.5766098,261108,-4.58,3.67,6.57,-1.89,0.41,1.03
1778268775.577805,261130,-4.55,3.67,6.45,-1.94,0.82,0.73
1778268775.6355271,261152,-4.58,3.70,6.38,-2.14,0.58,0.79
1778268775.6373572,261174,-4.59,3.73,6.46,-2.42,0.76,0.82
1778268775.6383343,261196,-4.57,3.72,6.41,-2.73,0.78,0.81
1778268775.6971388,261218,-4.56,3.69,6.42,-2.78,0.73,0.74
1778268775.698229,261240,-4.61,3.69,6.49,-2.69,0.68,0.82
1778268775.6989698,261262,-4.54,3.75,6.46,-2.75,0.65,0.89
1778268775.7551348,261284,-4.54,3.73,6.47,-2.06,0.73,0.91
1778268775.7564886,261306,-4.59,3.69,6.46,-1.95,0.68,0.99
1778268775.816184,261328,-4.58,3.75,6.48,-1.63,0.79,0.82
1778268775.8177495,261350,-4.61,3.74,6.52,-1.89,0.61,0.87
1778268775.8188562,261372,-4.59,3.71,6.52,-2.55,0.68,0.63
1778268775.8750155,261394,-4.57,3.68,6.48,-2.68,0.83,0.77
1778268775.9372804,261416,-4.60,3.71,6.48,-2.23,0.60,0.93
1778268775.9384115,261438,-4.65,3.70,6.45,-1.99,0.66,0.85
1778268775.9390025,261460,-4.60,3.68,6.39,-1.72,0.70,1.00
1778268775.939634,261482,-4.57,3.67,6.44,-2.05,0.90,1.00
1778268775.940678,261504,-4.61,3.78,6.47,-2.25,0.73,0.77
1778268775.9953086,261526,-4.57,3.73,6.47,-2.38,0.68,0.78
1778268775.9964998,261548,-4.59,3.76,6.48,-2.71,0.73,0.87
1778268776.0551775,261570,-4.53,3.73,6.52,-2.35,0.56,0.94
1778268776.0569828,261592,-4.58,3.72,6.47,-1.99,0.58,0.89
1778268776.0577586,261614,-4.60,3.69,6.48,-2.57,0.66,0.88
1778268776.1161304,261636,-4.56,3.73,6.47,-2.96,0.53,0.65
1778268776.1173677,261658,-4.61,3.73,6.46,-2.83,0.70,0.85
1778268776.1181865,261680,-4.60,3.73,6.47,-2.77,0.63,0.87
1778268776.1768517,261702,-4.63,3.73,6.51,-1.94,0.64,0.82
1778268776.1776512,261724,-4.52,3.70,6.46,-1.87,0.63,1.11
1778268776.2353723,261746,-4.57,3.70,6.44,-1.71,0.71,0.97
1778268776.236626,261768,-4.53,3.70,6.49,-1.62,0.56,0.94
1778268776.2374184,261790,-4.66,3.75,6.50,-1.73,0.64,0.90
1778268776.2952392,261812,-4.60,3.79,6.52,-1.87,0.60,0.92
1778268776.2966166,261834,-4.56,3.68,6.49,-1.87,0.63,0.84
1778268776.3551838,261856,-4.52,3.69,6.48,-2.25,0.85,0.79
1778268776.3569334,261878,-4.56,3.70,6.48,-2.58,0.79,0.82
1778268776.3578188,261900,-4.60,3.70,6.49,-2.79,0.69,0.67
1778268776.3587003,261922,-4.62,3.71,6.44,-2.53,0.63,0.97
1778268776.4148085,261944,-4.57,3.68,6.41,-2.40,0.79,0.95
1778268776.4160705,261966,-4.61,3.67,6.38,-1.95,0.75,0.92
1778268776.4757943,261988,-4.57,3.72,6.40,-1.72,0.66,1.02
1778268776.4775817,262010,-4.53,3.71,6.45,-1.81,0.73,1.02
1778268776.4786983,262032,-4.58,3.72,6.51,-2.00,0.63,0.78
1778268776.5361276,262054,-4.53,3.71,6.50,-2.26,0.56,0.81
1778268776.537234,262076,-4.61,3.69,6.56,-2.73,0.60,0.78
1778268776.538149,262098,-4.59,3.65,6.48,-2.85,0.62,0.68
1778268776.5958912,262120,-4.61,3.69,6.50,-2.76,0.72,0.82
1778268776.5969691,262142,-4.58,3.73,6.47,-1.66,0.60,1.16
1778268776.5980673,262164,-4.62,3.64,6.49,-1.76,0.57,0.92
1778268776.6551478,262186,-4.57,3.70,6.54,-2.42,0.66,0.79
1778268776.656459,262208,-4.61,3.74,6.50,-2.75,0.75,0.85
1778268776.7159402,262230,-4.61,3.70,6.46,-2.82,0.82,0.79
1778268776.7175682,262252,-4.60,3.69,6.52,-2.79,0.66,0.66
1778268776.7186825,262274,-4.57,3.75,6.47,-2.79,0.76,0.85
1778268776.7754505,262296,-4.61,3.74,6.44,-2.21,0.72,0.89
1778268776.7768373,262318,-4.59,3.73,6.44,-2.37,0.69,0.84
1778268776.7777894,262340,-4.58,3.74,6.48,-2.63,0.71,0.68
1778268776.8358543,262362,-4.56,3.74,6.46,-2.33,0.56,0.89
1778268776.8368046,262384,-4.62,3.76,6.48,-1.89,0.66,1.02
1778268776.8945463,262406,-4.57,3.69,6.44,-1.92,0.63,1.05
1778268776.8969524,262428,-4.56,3.69,6.46,-1.78,0.70,1.07
1778268776.8983653,262450,-4.63,3.65,6.55,-1.77,0.74,0.97
1778268776.9550424,262472,-4.58,3.69,6.50,-1.89,0.62,1.05
1778268776.9566948,262494,-4.57,3.71,6.42,-2.10,0.85,0.92
1778268776.9578757,262516,-4.55,3.76,6.45,-2.79,0.76,0.73
1778268777.015258,262538,-4.61,3.65,6.52,-2.69,0.75,0.75
1778268777.0164077,262560,-4.60,3.71,6.44,-2.76,0.84,0.79
1778268777.0172136,262582,-4.62,3.76,6.51,-2.63,0.82,0.92
1778268777.0752392,262604,-4.58,3.67,6.48,-1.98,0.76,0.98
1778268777.076697,262626,-4.62,3.71,6.45,-1.54,0.68,0.98
1778268777.135583,262648,-4.57,3.70,6.50,-1.66,0.79,1.01
